,movie_id,movie_title,average_rating,rating_count,weighted_rating
441,442,"Amityville Curse, The (1990)",1.25,4,5.0
438,439,Amityville: A New Generation (1993),1.0,5,5.0
1435,1436,Mr. Jones (1993),2.5,2,5.0
1652,1653,Entertaining Angels: The Dorothy Day Story (1996),5.0,1,5.0
813,814,"Great Day in Harlem, A (1994)",5.0,1,5.0
1303,1304,New York Cop (1996),2.5,2,5.0
1661,1662,Rough Magic (1995),2.5,2,5.0
1454,1455,"Outlaw, The (1943)",2.5,2,5.0
1200,1201,Marlene Dietrich: Shadow and Light (1996) ,5.0,1,5.0
313,314,3 Ninjas: High Noon At Mega Mountain (1998),1.0,5,5.0
1476,1477,Nightwatch (1997),2.5,2,5.0
912,913,Love and Death on Long Island (1997),2.5,2,5.0
436,437,Amityville 1992: It's About Time (1992),1.0,5,5.0
1416,1417,"Turning, The (1992)",2.5,2,5.0
1572,1573,Spirits of the Dead (Tre passi nel delirio) (1968),2.5,2,5.0
1320,1321,Open Season (1996),2.5,2,5.0
1121,1122,They Made Me a Criminal (1939),5.0,1,5.0
1457,1458,"Damsel in Distress, A (1937)",4.0,1,4.0
1603,1604,He Walked by Night (1948),4.0,1,4.0
1635,1636,Brothers in Trouble (1995),4.0,1,4.0
1481,1482,"Gate of Heavenly Peace, The (1995)",4.0,1,4.0
1612,1613,Tokyo Fist (1995),4.0,1,4.0
1234,1235,"Big Bang Theory, The (1994)",4.0,1,4.0
1531,1532,Foreign Student (1994),2.0,2,4.0
1532,1533,I Don't Want to Talk About It (De eso no se habla) (1993),4.0,1,4.0
1361,1362,American Strays (1996),2.0,2,4.0
1555,1556,Condition Red (1995),2.0,2,4.0
1451,1452,Lady of Burlesque (1943),4.0,1,4.0
710,711,"Substance of Fire, The (1996)",4.0,1,4.0
1673,1674,Mamma Roma (1962),4.0,1,4.0
1671,1672,Kika (1993),2.0,2,4.0
1577,1578,"Collectionneuse, La (1967)",2.0,2,4.0
1525,1526,Witness (1985),4.0,1,4.0
1524,1525,"Object of My Affection, The (1998)",4.0,1,4.0
1587,1588,Salut cousin! (1996),2.0,2,4.0
906,907,Vermin (1998),2.0,2,4.0
1644,1645,"Butcher Boy, The (1998)",4.0,1,4.0
1491,1492,Window to Paris (1994),4.0,1,4.0
1624,1625,Nightwatch (1997),4.0,1,4.0
1589,1590,"To Have, or Not (1995)",2.0,2,4.0
1331,1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),2.0,2,4.0
1497,1498,Farmer & Chase (1995),4.0,1,4.0
1649,1650,"Butcher Boy, The (1998)",4.0,1,4.0
1129,1130,Jupiter's Wife (1994),4.0,1,4.0
1650,1651,"Spanish Prisoner, The (1997)",4.0,1,4.0
1504,1505,Killer: A Journal of Murder (1995),4.0,1,4.0
1592,1593,Death in Brunswick (1991),4.0,1,4.0
1389,1390,"Innocent Sleep, The (1995)",2.0,2,4.0
1514,1515,Wings of Courage (1995),4.0,1,4.0
1432,1433,Men of Means (1998),2.0,2,4.0
1344,1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",2.0,2,4.0
956,957,Pushing Hands (1992),2.0,2,4.0
1615,1616,Desert Winds (1995),4.0,1,4.0
1550,1551,"Glass Shield, The (1994)",2.0,2,4.0
1317,1318,Catwalk (1995),1.33,3,3.99
1419,1420,Gilligan's Island: The Movie (1998),1.33,3,3.99
1637,1638,Normal Life (1996),3.0,1,3.0
857,858,Amityville: Dollhouse (1996),1.0,3,3.0
1643,1644,Sudden Manhattan (1996),1.5,2,3.0
1626,1627,"Wife, The (1995)",3.0,1,3.0
1646,1647,Hana-bi (1997),3.0,1,3.0
896,897,Time Tracers (1995),1.5,2,3.0
1648,1649,"Big One, The (1997)",3.0,1,3.0
1680,1681,You So Crazy (1994),3.0,1,3.0
1618,1619,All Things Fair (1996),3.0,1,3.0
1678,1679,B. Monkey (1998),3.0,1,3.0
1640,1641,Dadetown (1995),3.0,1,3.0
1639,1640,"Eighth Day, The (1996)",3.0,1,3.0
1629,1630,"Silence of the Palace, The (Saimt el Qusur) (1994)",3.0,1,3.0
1602,1603,Angela (1995),3.0,1,3.0
1631,1632,Land and Freedom (Tierra y libertad) (1995),3.0,1,3.0
856,857,Paris Was a Woman (1995),3.0,1,3.0
1676,1677,Sweet Nothing (1995),3.0,1,3.0
1674,1675,"Sunchaser, The (1996)",3.0,1,3.0
1632,1633,� k�ldum klaka (Cold Fever) (1994),3.0,1,3.0
1613,1614,"Reluctant Debutante, The (1958)",3.0,1,3.0
1672,1673,Mirage (1995),3.0,1,3.0
1636,1637,Girls Town (1996),3.0,1,3.0
1666,1667,"Next Step, The (1995)",3.0,1,3.0
1667,1668,Wedding Bell Blues (1996),3.0,1,3.0
1634,1635,Two Friends (1986) ,3.0,1,3.0
1669,1670,Tainted (1998),3.0,1,3.0
1656,1657,Target (1995),3.0,1,3.0
1519,1520,"Fear, The (1995)",3.0,1,3.0
1459,1460,Sleepover (1995),3.0,1,3.0
1548,1549,Dream Man (1995),1.5,2,3.0
676,677,Fire on the Mountain (1996),3.0,1,3.0
1509,1510,Mad Dog Time (1996),3.0,1,3.0
1506,1507,Three Lives and Only One Death (1996),3.0,1,3.0
1501,1502,Naked in New York (1994),1.5,2,3.0
1155,1156,Cyclo (1995),3.0,1,3.0
1456,1457,Love Is All There Is (1996),3.0,1,3.0
1235,1236,"Other Voices, Other Rooms (1997)",3.0,1,3.0
1446,1447,Century (1993),3.0,1,3.0
1289,1290,Country Life (1994),1.5,2,3.0
1431,1432,"Mighty, The (1998)",1.0,3,3.0
1306,1307,Carmen Miranda: Bananas Is My Business (1994),1.5,2,3.0
1309,1310,"Walk in the Sun, A (1945)",3.0,1,3.0
1407,1408,Gordy (1995),1.0,3,3.0
1349,1350,Crows and Sparrows (1949),1.5,2,3.0
1370,1371,"Machine, The (1994)",1.5,2,3.0
1364,1365,Johnny 100 Pesos (1993),1.5,2,3.0
1359,1360,"Sexual Life of the Belgians, The (1994)",1.5,2,3.0
1542,1543,Johns (1996),3.0,1,3.0
1681,1682,Scream of Stone (Schrei aus Stein) (1991),3.0,1,3.0
1623,1624,Hush (1998),2.0,1,2.0
1595,1596,Nemesis 2: Nebula (1995),2.0,1,2.0
1413,1414,Coldblooded (1995),2.0,1,2.0
1307,1308,Babyfever (1994),1.0,2,2.0
1654,1655,"Favor, The (1994)",2.0,1,2.0
1633,1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),2.0,1,2.0
1452,1453,Angel on My Shoulder (1946),2.0,1,2.0
1659,1660,Small Faces (1995),2.0,1,2.0
1460,1461,Here Comes Cookie (1935),2.0,1,2.0
1475,1476,Raw Deal (1948),2.0,1,2.0
1662,1663,Nothing Personal (1995),2.0,1,2.0
1647,1648,"Niagara, Niagara (1997)",2.0,1,2.0
1664,1665,"Brother's Kiss, A (1997)",2.0,1,2.0
1594,1595,Shopping (1994),2.0,1,2.0
1665,1666,Ripe (1996),2.0,1,2.0
1373,1374,Falling in Love Again (1980),1.0,2,2.0
1333,1334,Somebody to Love (1994),1.0,2,2.0
1605,1606,Deceiver (1997),2.0,1,2.0
783,784,Beyond Bedlam (1993),1.0,2,2.0
1668,1669,MURDER and murder (1996),2.0,1,2.0
1353,1354,Venice/Venice (1992),1.0,2,2.0
1358,1359,Boys in Venice (1996),1.0,2,2.0
1675,1676,"War at Home, The (1996)",2.0,1,2.0
1679,1680,Sliding Doors (1998),2.0,1,2.0
1581,1582,T-Men (1947),1.0,1,1.0
1348,1349,Mille bolle blu (1993),1.0,1,1.0
1347,1348,Every Other Weekend (1990),1.0,1,1.0
1372,1373,Good Morning (1971),1.0,1,1.0
1653,1654,Chairman of the Board (1998),1.0,1,1.0
1578,1579,Baton Rouge (1988),1.0,1,1.0
1340,1341,Hedd Wyn (1992),1.0,1,1.0
1339,1340,"Crude Oasis, The (1995)",1.0,1,1.0
1338,1339,Stefano Quantestorie (1993),1.0,1,1.0
1342,1343,Lotto Land (1995),1.0,1,1.0
1658,1659,Getting Away With Murder (1996),1.0,1,1.0
1677,1678,Mat' i syn (1997),1.0,1,1.0
1362,1363,"Leopard Son, The (1996)",1.0,1,1.0
1660,1661,"New Age, The (1994)",1.0,1,1.0
1363,1364,Bird of Prey (1996),1.0,1,1.0
1351,1352,Shadow of Angels (Schatten der Engel) (1976),1.0,1,1.0
1582,1583,"Invitation, The (Zaproszenie) (1986)",1.0,1,1.0
829,830,Power 98 (1995),1.0,1,1.0
1365,1366,JLG/JLG - autoportrait de d�cembre (1994),1.0,1,1.0
1670,1671,"Further Gesture, A (1996)",1.0,1,1.0
1583,1584,"Symphonie pastorale, La (1946)",1.0,1,1.0
1600,1601,Office Killer (1997),1.0,1,1.0
1586,1587,Terror in a Texas Town (1958),1.0,1,1.0
1328,1329,"Low Life, The (1994)",1.0,1,1.0
1566,1567,Careful (1992),1.0,1,1.0
1617,1618,King of New York (1990),1.0,1,1.0
1568,1569,"Vie est belle, La (Life is Rosey) (1987)",1.0,1,1.0
598,599,Police Story 4: Project S (Chao ji ji hua) (1993),1.0,1,1.0
1567,1568,Vermont Is For Lovers (1992),1.0,1,1.0
1545,1546,Shadows (Cienie) (1988),1.0,1,1.0
1547,1548,The Courtyard (1995),1.0,1,1.0
1556,1557,Yankee Zulu (1994),1.0,1,1.0
1620,1621,Butterfly Kiss (1995),1.0,1,1.0
1558,1559,Hostile Intentions (1994),1.0,1,1.0
1560,1561,Tigrero: A Film That Was Never Made (1994),1.0,1,1.0
1561,1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",1.0,1,1.0
1562,1563,"Promise, The (Versprechen, Das) (1994)",1.0,1,1.0
1563,1564,To Cross the Rubicon (1991),1.0,1,1.0
1564,1565,Daens (1992),1.0,1,1.0
851,852,"Bloody Child, The (1996)",1.0,1,1.0
1493,1494,"Mostro, Il (1994)",1.0,1,1.0
1324,1325,August (1996),1.0,1,1.0
1574,1575,"I, Worst of All (Yo, la peor de todas) (1990)",1.0,1,1.0
1585,1586,Lashou shentan (1992),1.0,1,1.0
1319,1320,Homage (1995),1.0,1,1.0
1565,1566,"Man from Down Under, The (1943)",1.0,1,1.0
1308,1309,"Very Natural Thing, A (1974)",1.0,1,1.0
1576,1577,"Death in the Garden (Mort en ce jardin, La) (1956)",1.0,1,1.0
1575,1576,"Hungarian Fairy Tale, A (1987)",1.0,1,1.0
1573,1574,Pharaoh's Army (1995),1.0,1,1.0
1492,1493,"Modern Affair, A (1995)",1.0,1,1.0
1571,1572,Wend Kuuni (God's Gift) (1982),1.0,1,1.0
1570,1571,Touki Bouki (Journey of the Hyena) (1973),1.0,1,1.0
1580,1581,"Woman in Question, The (1950)",1.0,1,1.0
1569,1570,Quartier Mozart (1992),1.0,1,1.0
1485,1486,Girl in the Cadillac (1995),1.0,1,1.0
1625,1626,Nobody Loves Me (Keiner liebt mich) (1994),1.0,1,1.0
1579,1580,Liebelei (1933),1.0,1,1.0
